T1590.004,Application Window Discovery,reconnaissance,enterprise
T1590.003,SSH Hijacking,reconnaissance,enterprise
T1590.002,Archive via Library,reconnaissance,enterprise
T1590.001,Communication Through Removable Media,reconnaissance,enterprise
T1590,Exfiltration Over Unencrypted Non-C2 Protocol,reconnaissance,enterprise
T1589.003,Stored Data Manipulation,reconnaissance,enterprise
T1589.002,Hardware,reconnaissance,enterprise
T1589.001,Server,reconnaissance,enterprise
T1589,Spearphishing Link,reconnaissance,enterprise
T1588.006,PowerShell,resource-development,enterprise
T1588.005,BITS Jobs,resource-development,enterprise
T1588.004,Make and Impersonate Token,resource-development,enterprise
T1588.003,Password Guessing,resource-development,enterprise
T1588.002,Browser Information Discovery,resource-development,enterprise
T1588.001,Remote Services,resource-development,enterprise
T1588,Cloud Services,resource-development,enterprise
T1587.004,Archive via Utility,resource-development,enterprise
T1587.003,Data Encoding,resource-development,enterprise
T1587.002,Non-Standard Encoding,resource-development,enterprise
T1587.001,Exfiltration Over C2 Channel,resource-development,enterprise
T1587,Transmitted Data Manipulation,resource-development,enterprise
T1586.003,Software,resource-development,enterprise
T1586.002,Serverless,resource-development,enterprise
T1586.001,Spearphishing via Service,resource-development,enterprise
T1586,Python,resource-development,enterprise
T1585.003,Boot or Logon Autostart Execution,resource-development,enterprise
T1585.002,Active Setup,resource-development,enterprise
T1585.001,Parent PID Spoofing,resource-development,enterprise
T1585,Password Spraying,resource-development,enterprise
T1584.007,Cloud Infrastructure Discovery,resource-development,enterprise
T1584.006,Distributed Component Object Model,resource-development,enterprise
T1584.005,Audio Capture,resource-development,enterprise
T1584.004,Standard Encoding,resource-development,enterprise
T1584.003,Exfiltration Over Other Network Medium,resource-development,enterprise
T1584.002,Exfiltration Over Bluetooth,resource-development,enterprise
T1584.001,Defacement,resource-development,enterprise
T1584,External Defacement,resource-development,enterprise
T1583.008,Gather Victim Identity Information,resource-development,enterprise
T1583.007,Credentials,resource-development,enterprise
T1583.006,Virtual Private Server,resource-development,enterprise
T1583.005,Replication Through Removable Media,resource-development,enterprise
T1583.004,Unix Shell,resource-development,enterprise
T1583.003,Authentication Package,resource-development,enterprise
T1583.002,SID-History Injection,resource-development,enterprise
T1583.001,Credentials from Password Stores,resource-development,enterprise
T1583,Credentials from Web Browsers,resource-development,enterprise
T1580,Cloud Service Dashboard,discovery,enterprise
T1578.004,Remote Desktop Protocol,defense-evasion,enterprise
T1578.003,Automated Collection,defense-evasion,enterprise
T1578.002,Data Obfuscation,defense-evasion,enterprise
T1578.001,Junk Data,defense-evasion,enterprise
T1578,Exfiltration Over Physical Medium,defense-evasion,enterprise
T1574.013,Exfiltration over USB,"persistence,privilege-escalation,defense-evasion",enterprise
T1574.012,Internal Defacement,"persistence,privilege-escalation,defense-evasion",enterprise
T1574.011,Email Addresses,"persistence,privilege-escalation,defense-evasion",enterprise
T1574.010,Web Services,"persistence,privilege-escalation,defense-evasion",enterprise
T1574.009,Supply Chain Compromise,"persistence,privilege-escalation,defense-evasion",enterprise
T1574.008,Compromise Hardware Supply Chain,"persistence,privilege-escalation,defense-evasion",enterprise
T1574.007,Visual Basic,"persistence,privilege-escalation,defense-evasion",enterprise
T1574.006,Kernel Modules and Extensions,"persistence,privilege-escalation,defense-evasion",enterprise
T1574.005,Token Impersonation/Theft,"persistence,privilege-escalation,defense-evasion",enterprise
T1574.004,Keychain,"persistence,privilege-escalation,defense-evasion",enterprise
T1574.002,Cloud Service Discovery,"persistence,privilege-escalation,defense-evasion",enterprise
T1574.001,SMB/Windows Admin Shares,"persistence,privilege-escalation,defense-evasion",enterprise
T1574,Browser Session Hijacking,"persistence,privilege-escalation,defense-evasion",enterprise
T1573.002,Protocol Impersonation,command-and-control,enterprise
T1573.001,Exfiltration Over Web Service,command-and-control,enterprise
T1573,Exfiltration to Cloud Storage,command-and-control,enterprise
T1572,Disk Wipe,command-and-control,enterprise
T1571,Disk Content Wipe,command-and-control,enterprise
T1570,Employee Names,lateral-movement,enterprise
T1569.002,Compromise Accounts,execution,enterprise
T1569.001,Cloud Accounts,execution,enterprise
T1569,Compromise Software Dependencies and Development Tools,execution,enterprise
T1568.003,Windows Command Shell,command-and-control,enterprise
T1568.002,Login Items,command-and-control,enterprise
T1568.001,Password Managers,command-and-control,enterprise
T1568,Cloud Storage Object Discovery,command-and-control,enterprise
T1567.003,SSH,exfiltration,enterprise
T1567.002,Clipboard Data,exfiltration,enterprise
T1567.001,Steganography,exfiltration,enterprise
T1567,Exfiltration to Code Repository,exfiltration,enterprise
T1566.003,Disk Structure Wipe,initial-access,enterprise
T1566.002,Gather Victim Network Information,initial-access,enterprise
T1566.001,DNS,initial-access,enterprise
T1566,Email Accounts,initial-access,enterprise
T1565.003,Compromise Software Supply Chain,impact,enterprise
T1565.002,Container Administration Command,impact,enterprise
T1565.001,LSASS Driver,impact,enterprise
T1565,Build Image on Host,impact,enterprise
T1564.010,Securityd Memory,defense-evasion,enterprise
T1564.009,Container and Resource Discovery,defense-evasion,enterprise
T1564.008,VNC,defense-evasion,enterprise
T1564.007,Data from Cloud Storage,defense-evasion,enterprise
T1564.006,Dynamic Resolution,defense-evasion,enterprise
T1564.005,DNS Calculation,defense-evasion,enterprise
T1564.004,Exfiltration to Text Storage Sites,defense-evasion,enterprise
T1564.003,Endpoint Denial of Service,defense-evasion,enterprise
T1564.002,Application Exhaustion Flood,defense-evasion,enterprise
T1564.001,Domain Properties,defense-evasion,enterprise
T1564,Social Media Accounts,defense-evasion,enterprise
T1563.002,Trusted Relationship,lateral-movement,enterprise
T1563.001,Deploy Container,lateral-movement,enterprise
T1563,Port Monitors,lateral-movement,enterprise
T1562.011,Debugger Evasion,defense-evasion,enterprise
T1562.010,Windows Credential Manager,defense-evasion,enterprise
T1562.009,Windows Remote Management,defense-evasion,enterprise
T1562.008,Data from Configuration Repository,defense-evasion,enterprise
T1562.007,Network Device Configuration Dump,defense-evasion,enterprise
T1562.006,Domain Generation Algorithms,defense-evasion,enterprise
T1562.004,Scheduled Transfer,defense-evasion,enterprise
T1562.003,Application or System Exploitation,defense-evasion,enterprise
T1562.002,IP Addresses,defense-evasion,enterprise
T1562.001,Compromise Infrastructure,defense-evasion,enterprise
T1562,Botnet,defense-evasion,enterprise
T1561.002,Valid Accounts,impact,enterprise
T1561.001,Cloud Accounts,impact,enterprise
T1561,Exploitation for Client Execution,impact,enterprise
T1560.003,Print Processors,collection,enterprise
T1560.002,Deobfuscate/Decode Files or Information,collection,enterprise
T1560.001,Exploitation for Credential Access,collection,enterprise
T1560,Device Driver Discovery,collection,enterprise
T1559.003,SNMP (MIB Dump),execution,enterprise
T1559.002,Fast Flux DNS,execution,enterprise
T1559.001,Transfer Data to Cloud Account,execution,enterprise
T1559,OS Exhaustion Flood,execution,enterprise
T1558.004,Network Security Appliances,credential-access,enterprise
T1558.003,DNS Server,credential-access,enterprise
T1558.002,Default Accounts,credential-access,enterprise
T1558.001,Inter-Process Communication,credential-access,enterprise
T1558,Component Object Model,credential-access,enterprise
T1557.003,Re-opened Applications,"credential-access,collection",enterprise
T1557.002,Forced Authentication,"credential-access,collection",enterprise
T1557.001,Domain Trust Discovery,"credential-access,collection",enterprise
T1557,Software Deployment Tools,"credential-access,collection",enterprise
T1556.008,Data from Information Repositories,"credential-access,defense-evasion,persistence",enterprise
T1556.007,Code Repositories,"credential-access,defense-evasion,persistence",enterprise
T1556.006,Encrypted Channel,"credential-access,defense-evasion,persistence",enterprise
T1556.005,Asymmetric Cryptography,"credential-access,defense-evasion,persistence",enterprise
T1556.004,Service Exhaustion Flood,"credential-access,defense-evasion,persistence",enterprise
T1556.003,Network Topology,"credential-access,defense-evasion,persistence",enterprise
T1556.002,Domains,"credential-access,defense-evasion,persistence",enterprise
T1556.001,Domain Accounts,"credential-access,defense-evasion,persistence",enterprise
T1556,Dynamic Data Exchange,"credential-access,defense-evasion,persistence",enterprise
T1555.005,Registry Run Keys / Startup Folder,credential-access,enterprise
T1555.004,Direct Volume Access,credential-access,enterprise
T1555.003,Forge Web Credentials,credential-access,enterprise
T1555.002,SAML Tokens,credential-access,enterprise
T1555.001,File and Directory Discovery,credential-access,enterprise
T1555,Taint Shared Content,credential-access,enterprise
T1554,Confluence,persistence,enterprise
T1553.006,Symmetric Cryptography,defense-evasion,enterprise
T1553.005,Firmware Corruption,defense-evasion,enterprise
T1553.004,Network Trust Dependencies,defense-evasion,enterprise
T1553.003,Server,defense-evasion,enterprise
T1553.002,Local Accounts,defense-evasion,enterprise
T1553.001,XPC Services,defense-evasion,enterprise
T1553,Security Support Provider,defense-evasion,enterprise
T1552.008,Domain Policy Modification,credential-access,enterprise
T1552.007,Domain Trust Modification,credential-access,enterprise
T1552.006,Web Cookies,credential-access,enterprise
T1552.005,Group Policy Discovery,credential-access,enterprise
T1552.004,Use Alternate Authentication Material,credential-access,enterprise
T1552.003,Application Access Token,credential-access,enterprise
T1552.002,Sharepoint,credential-access,enterprise
T1552.001,Fallback Channels,credential-access,enterprise
T1552,Inhibit System Recovery,credential-access,enterprise
T1550.004,Gather Victim Org Information,"defense-evasion,lateral-movement",enterprise
T1550.003,Business Relationships,"defense-evasion,lateral-movement",enterprise
T1550.002,Serverless,"defense-evasion,lateral-movement",enterprise
T1550.001,Native API,"defense-evasion,lateral-movement",enterprise
T1550,Shortcut Modification,"defense-evasion,lateral-movement",enterprise
T1548.004,Group Policy Modification,"privilege-escalation,defense-evasion",enterprise
T1548.003,Input Capture,"privilege-escalation,defense-evasion",enterprise
T1548.002,Credential API Hooking,"privilege-escalation,defense-evasion",enterprise
T1548.001,Network Service Discovery,"privilege-escalation,defense-evasion",enterprise
T1548,Pass the Hash,"privilege-escalation,defense-evasion",enterprise
T1547.015,Data from Local System,"persistence,privilege-escalation",enterprise
T1547.014,Ingress Tool Transfer,"persistence,privilege-escalation",enterprise
T1547.013,Network Denial of Service,"persistence,privilege-escalation",enterprise
T1547.012,Direct Network Flood,"persistence,privilege-escalation",enterprise
T1547.010,Determine Physical Locations,"persistence,privilege-escalation",enterprise
T1547.009,Virtual Private Server,"persistence,privilege-escalation",enterprise
T1547.008,Scheduled Task/Job,"persistence,privilege-escalation",enterprise
T1547.007,At,"persistence,privilege-escalation",enterprise
T1547.006,Time Providers,"persistence,privilege-escalation",enterprise
T1547.005,Execution Guardrails,"persistence,privilege-escalation",enterprise
T1547.004,Environmental Keying,"persistence,privilege-escalation",enterprise
T1547.003,GUI Input Capture,"persistence,privilege-escalation",enterprise
T1547.002,Network Share Discovery,"persistence,privilege-escalation",enterprise
T1547.001,Pass the Ticket,"persistence,privilege-escalation",enterprise
T1547,Data from Network Shared Drive,"persistence,privilege-escalation",enterprise
T1546.016,Multi-Stage Channels,"privilege-escalation,persistence",enterprise
T1546.015,Reflection Amplification,"privilege-escalation,persistence",enterprise
T1546.014,Identify Business Tempo,"privilege-escalation,persistence",enterprise
T1546.013,Web Services,"privilege-escalation,persistence",enterprise
T1546.012,Container Orchestration Job,"privilege-escalation,persistence",enterprise
T1546.011,Winlogon Helper DLL,"privilege-escalation,persistence",enterprise
T1546.010,Exploitation for Defense Evasion,"privilege-escalation,persistence",enterprise
T1546.009,Keylogging,"privilege-escalation,persistence",enterprise
T1546.008,Network Sniffing,"privilege-escalation,persistence",enterprise
T1546.007,Web Session Cookie,"privilege-escalation,persistence",enterprise
T1546.006,Data from Removable Media,"privilege-escalation,persistence",enterprise
T1546.005,Non-Application Layer Protocol,"privilege-escalation,persistence",enterprise
T1546.004,Resource Hijacking,"privilege-escalation,persistence",enterprise
T1546.003,Identify Roles,"privilege-escalation,persistence",enterprise
T1546.002,Develop Capabilities,"privilege-escalation,persistence",enterprise
T1546.001,Code Signing Certificates,"privilege-escalation,persistence",enterprise
T1546,Cron,"privilege-escalation,persistence",enterprise
T1543.004,XDG Autostart Entries,"persistence,privilege-escalation",enterprise
T1543.003,File and Directory Permissions Modification,"persistence,privilege-escalation",enterprise
T1543.002,Linux and Mac File and Directory Permissions Modification,"persistence,privilege-escalation",enterprise
T1543.001,Web Portal Capture,"persistence,privilege-escalation",enterprise
T1543,Password Policy Discovery,"persistence,privilege-escalation",enterprise
T1542.005,Data Staged,"defense-evasion,persistence",enterprise
T1542.004,Local Data Staging,"defense-evasion,persistence",enterprise
T1542.003,Non-Standard Port,"persistence,defense-evasion",enterprise
T1542.002,Service Stop,"persistence,defense-evasion",enterprise
T1542.001,Phishing for Information,"persistence,defense-evasion",enterprise
T1542,Spearphishing Attachment,"defense-evasion,persistence",enterprise
T1539,Digital Certificates,credential-access,enterprise
T1538,Scheduled Task,discovery,enterprise
T1537,Boot or Logon Initialization Scripts,exfiltration,enterprise
T1535,Login Hook,defense-evasion,enterprise
T1534,Windows File and Directory Permissions Modification,lateral-movement,enterprise
T1531,Modify Authentication Process,impact,enterprise
T1530,Domain Controller Authentication,collection,enterprise
T1529,Peripheral Device Discovery,impact,enterprise
T1528,Remote Data Staging,credential-access,enterprise
T1526,Protocol Tunneling,discovery,enterprise
T1525,System Shutdown/Reboot,persistence,enterprise
T1518.001,Spearphishing Link,discovery,enterprise
T1518,Exploits,discovery,enterprise
T1505.005,Systemd Timers,persistence,enterprise
T1505.004,Logon Script (Windows),persistence,enterprise
T1505.003,Hide Artifacts,persistence,enterprise
T1505.002,Email Hiding Rules,persistence,enterprise
T1505.001,Hybrid Identity,persistence,enterprise
T1505,Permission Groups Discovery,persistence,enterprise
T1499.004,Cloud Groups,impact,enterprise
T1499.003,Email Collection,impact,enterprise
T1499.002,Email Forwarding Rule,impact,enterprise
T1499.001,Proxy,impact,enterprise
T1499,Domain Fronting,impact,enterprise
T1498.002,Spearphishing Service,impact,enterprise
T1498.001,Malware,impact,enterprise
T1498,Serverless Execution,impact,enterprise
T1497.003,Network Logon Script,"defense-evasion,discovery",enterprise
T1497.002,Hidden File System,"defense-evasion,discovery",enterprise
T1497.001,Multi-Factor Authentication,"defense-evasion,discovery",enterprise
T1497,Domain Groups,"defense-evasion,discovery",enterprise
T1496,Local Email Collection,impact,enterprise
T1495,External Proxy,impact,enterprise
T1491.002,Search Closed Sources,impact,enterprise
T1491.001,Purchase Technical Data,impact,enterprise
T1491,Establish Accounts,impact,enterprise
T1490,Cloud Accounts,impact,enterprise
T1489,Shared Modules,impact,enterprise
T1486,RC Scripts,impact,enterprise
T1485,Hidden Files and Directories,impact,enterprise
T1484.002,Network Device Authentication,"defense-evasion,privilege-escalation",enterprise
T1484.001,Local Groups,"defense-evasion,privilege-escalation",enterprise
T1484,Remote Email Collection,"defense-evasion,privilege-escalation",enterprise
T1482,Internal Proxy,discovery,enterprise
T1480.001,Threat Intel Vendors,defense-evasion,enterprise
T1480,Email Accounts,defense-evasion,enterprise
T1222.002,Startup Items,defense-evasion,enterprise
T1222.001,Hidden Users,defense-evasion,enterprise
T1222,Network Provider DLL,defense-evasion,enterprise
T1221,Process Discovery,defense-evasion,enterprise
T1220,Multi-hop Proxy,defense-evasion,enterprise
T1219,Search Open Technical Databases,command-and-control,enterprise
T1218.014,CDNs,defense-evasion,enterprise
T1218.013,Social Media Accounts,defense-evasion,enterprise
T1218.012,System Services,defense-evasion,enterprise
T1218.011,Launchctl,defense-evasion,enterprise
T1218.010,Browser Extensions,defense-evasion,enterprise
T1218.009,Hidden Window,defense-evasion,enterprise
T1218.008,Password Filter DLL,defense-evasion,enterprise
T1218.007,Query Registry,defense-evasion,enterprise
T1218.005,Remote Access Software,defense-evasion,enterprise
T1218.004,Digital Certificates,defense-evasion,enterprise
T1218.003,Obtain Capabilities,defense-evasion,enterprise
T1218.002,Code Signing Certificates,defense-evasion,enterprise
T1218.001,Service Execution,defense-evasion,enterprise
T1218,Compromise Client Software Binary,defense-evasion,enterprise
T1217,NTFS File Attributes,discovery,enterprise
T1216.001,Pluggable Authentication Modules,defense-evasion,enterprise
T1216,Remote System Discovery,defense-evasion,enterprise
T1213.003,Traffic Signaling,collection,enterprise
T1213.002,Port Knocking,collection,enterprise
T1213.001,DNS/Passive DNS,collection,enterprise
T1213,Digital Certificates,collection,enterprise
T1212,User Execution,credential-access,enterprise
T1211,Malicious File,defense-evasion,enterprise
T1210,Create Account,lateral-movement,enterprise
T1207,Cloud Account,defense-evasion,enterprise
T1205.002,Process Argument Spoofing,"defense-evasion,persistence,command-and-control",enterprise
T1205.001,Reversible Encryption,"defense-evasion,persistence,command-and-control",enterprise
T1205,Software Discovery,"defense-evasion,persistence,command-and-control",enterprise
T1204.003,Security Software Discovery,execution,enterprise
T1204.002,Socket Filters,execution,enterprise
T1204.001,Scan Databases,execution,enterprise
T1204,Exploits,execution,enterprise
T1203,Malicious Image,execution,enterprise
T1202,Domain Account,defense-evasion,enterprise
T1201,Create or Modify System Process,discovery,enterprise
T1200,Launch Agent,initial-access,enterprise
T1199,Resource Forking,initial-access,enterprise
T1197,Multi-Factor Authentication Interception,"defense-evasion,persistence",enterprise
T1195.003,System Information Discovery,initial-access,enterprise
T1195.002,Screen Capture,initial-access,enterprise
T1195.001,Web Service,initial-access,enterprise
T1195,Bidirectional Communication,initial-access,enterprise
T1190,WHOIS,initial-access,enterprise
T1189,Malware,initial-access,enterprise
T1187,Malicious Link,credential-access,enterprise
T1185,Local Account,collection,enterprise
T1176,Launch Daemon,persistence,enterprise
T1140,Run Virtual Instance,defense-evasion,enterprise
T1137.006,Multi-Factor Authentication Request Generation,persistence,enterprise
T1137.005,System Location Discovery,persistence,enterprise
T1137.004,System Language Discovery,persistence,enterprise
T1137.003,Video Capture,persistence,enterprise
T1137.002,Dead Drop Resolver,persistence,enterprise
T1137.001,Search Open Websites/Domains,persistence,enterprise
T1137,Code Repositories,persistence,enterprise
T1136.003,Tool,persistence,enterprise
T1136.002,Windows Management Instrumentation,persistence,enterprise
T1136.001,Systemd Service,persistence,enterprise
T1136,VBA Stomping,persistence,enterprise
T1135,System Network Configuration Discovery,discovery,enterprise
T1134.005,Internet Connection Discovery,"defense-evasion,privilege-escalation",enterprise
T1134.004,One-Way Communication,"defense-evasion,privilege-escalation",enterprise
T1134.003,Search Engines,"defense-evasion,privilege-escalation",enterprise
T1134.002,Vulnerabilities,"defense-evasion,privilege-escalation",enterprise
T1134.001,Windows Service,"defense-evasion,privilege-escalation",enterprise
T1134,Hijack Execution Flow,"defense-evasion,privilege-escalation",enterprise
T1133,COR_PROFILER,"persistence,initial-access",enterprise
T1132.002,OS Credential Dumping,command-and-control,enterprise
T1132.001,/etc/passwd and /etc/shadow,command-and-control,enterprise
T1132,System Network Connections Discovery,command-and-control,enterprise
T1129,Social Media,execution,enterprise
T1127.001,Stage Capabilities,defense-evasion,enterprise
T1127,Drive-by Target,defense-evasion,enterprise
T1125,DLL Search Order Hijacking,collection,enterprise
T1124,Cached Domain Credentials,discovery,enterprise
T1123,System Owner/User Discovery,collection,enterprise
T1120,Search Victim-Owned Websites,discovery,enterprise
T1119,Install Digital Certificate,collection,enterprise
T1115,DLL Side-Loading,collection,enterprise
T1114.003,DCSync,collection,enterprise
T1114.002,System Service Discovery,collection,enterprise
T1114.001,Link Target,collection,enterprise
T1114,Event Triggered Execution,collection,enterprise
T1113,Accessibility Features,collection,enterprise
T1112,Escape to Host,defense-evasion,enterprise
T1111,Dylib Hijacking,credential-access,enterprise
T1110.004,LSA Secrets,credential-access,enterprise
T1110.003,System Time Discovery,credential-access,enterprise
T1110.002,SEO Poisoning,credential-access,enterprise
T1110.001,AppCert DLLs,credential-access,enterprise
T1110,Dynamic Linker Hijacking,credential-access,enterprise
T1106,LSASS Memory,execution,enterprise
T1105,Virtualization/Sandbox Evasion,command-and-control,enterprise
T1104,System Checks,command-and-control,enterprise
T1102.003,Upload Malware,command-and-control,enterprise
T1102.002,AppInit DLLs,command-and-control,enterprise
T1102.001,Executable Installer File Permissions Weakness,command-and-control,enterprise
T1102,NTDS,command-and-control,enterprise
T1098.005,Time Based Evasion,persistence,enterprise
T1098.004,Upload Tool,persistence,enterprise
T1098.003,Application Shimming,persistence,enterprise
T1098.002,KernelCallbackTable,persistence,enterprise
T1098.001,Proc Filesystem,persistence,enterprise
T1098,User Activity Based Checks,persistence,enterprise
T1095,Change Default File Association,command-and-control,enterprise
T1092,Path Interception by PATH Environment Variable,command-and-control,enterprise
T1091,Security Account Manager,"lateral-movement,initial-access",enterprise
T1090.004,Component Object Model Hijacking,command-and-control,enterprise
T1090.003,Path Interception by Search Order Hijacking,command-and-control,enterprise
T1090.002,Steal Application Access Token,command-and-control,enterprise
T1090.001,Emond,command-and-control,enterprise
T1090,Path Interception by Unquoted Path,command-and-control,enterprise
T1087.004,Steal or Forge Authentication Certificates,discovery,enterprise
T1087.003,Image File Execution Options Injection,discovery,enterprise
T1087.002,Services File Permissions Weakness,discovery,enterprise
T1087.001,Steal or Forge Kerberos Tickets,discovery,enterprise
T1087,AS-REP Roasting,discovery,enterprise
T1083,Installer Packages,discovery,enterprise
T1082,Services Registry Permissions Weakness,discovery,enterprise
T1080,Golden Ticket,lateral-movement,enterprise
T1078.004,LC_LOAD_DYLIB Addition,"defense-evasion,persistence,privilege-escalation,initial-access",enterprise
T1078.003,Impair Defenses,"defense-evasion,persistence,privilege-escalation,initial-access",enterprise
T1078.002,Disable Cloud Logs,"defense-evasion,persistence,privilege-escalation,initial-access",enterprise
T1078.001,Kerberoasting,"defense-evasion,persistence,privilege-escalation,initial-access",enterprise
T1078,Netsh Helper DLL,"defense-evasion,persistence,privilege-escalation,initial-access",enterprise
T1074.002,Disable or Modify Cloud Firewall,collection,enterprise
T1074.001,Silver Ticket,collection,enterprise
T1074,PowerShell Profile,collection,enterprise
T1072,Disable or Modify System Firewall,"execution,lateral-movement",enterprise
T1071.004,Steal Web Session Cookie,command-and-control,enterprise
T1071.003,Screensaver,command-and-control,enterprise
T1071.002,Disable or Modify Tools,command-and-control,enterprise
T1071.001,Unsecured Credentials,command-and-control,enterprise
T1071,Bash History,command-and-control,enterprise
T1070.009,Trap,defense-evasion,enterprise
T1070.008,Disable Windows Event Logging,defense-evasion,enterprise
T1070.007,Chat Messages,defense-evasion,enterprise
T1070.006,Unix Shell Configuration Modification,defense-evasion,enterprise
T1070.005,Downgrade Attack,defense-evasion,enterprise
T1070.004,Cloud Instance Metadata API,defense-evasion,enterprise
T1070.003,Windows Management Instrumentation Event Subscription,defense-evasion,enterprise
T1070.002,Impair Command History Logging,defense-evasion,enterprise
T1070.001,Container API,defense-evasion,enterprise
T1070,Indicator Blocking,defense-evasion,enterprise
T1069.003,Credentials In Files,discovery,enterprise
T1069.002,Exploitation for Privilege Escalation,discovery,enterprise
T1069.001,Safe Mode Boot,discovery,enterprise
T1069,Credentials in Registry,discovery,enterprise
T1068,Spoof Security Alerting,privilege-escalation,enterprise
T1059.009,Group Policy Preferences,execution,enterprise
T1059.008,Indicator Removal,execution,enterprise
T1059.007,Clear Command History,execution,enterprise
T1059.006,Private Keys,execution,enterprise
T1059.005,Clear Linux or Mac System Logs,execution,enterprise
T1059.004,Clear Mailbox Data,execution,enterprise
T1059.003,Clear Network Connection History and Configurations,execution,enterprise
T1059.002,Clear Persistence,execution,enterprise
T1059.001,Clear Windows Event Logs,execution,enterprise
T1059,File Deletion,execution,enterprise
T1057,Network Share Connection Removal,discovery,enterprise
T1056.004,Timestomp,"collection,credential-access",enterprise
T1056.003,Indirect Command Execution,"collection,credential-access",enterprise
T1056.002,Implant Internal Image,"collection,credential-access",enterprise
T1056.001,Masquerading,"collection,credential-access",enterprise
T1056,Double File Extension,"collection,credential-access",enterprise
T1055.015,Process Injection,"defense-evasion,privilege-escalation",enterprise
T1055.014,Asynchronous Procedure Call,"defense-evasion,privilege-escalation",enterprise
T1055.013,Invalid Code Signature,"defense-evasion,privilege-escalation",enterprise
T1055.012,Dynamic-link Library Injection,"defense-evasion,privilege-escalation",enterprise
T1055.011,Masquerade File Type,"defense-evasion,privilege-escalation",enterprise
T1055.009,Extra Window Memory Injection,"defense-evasion,privilege-escalation",enterprise
